created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 17:59:39 +0000 2021,Twitter for Android,RT @wef: Study: Most people support sharing vaccines with other countries https://t.co/LrZJO0BFVA #covid19 #vaccines https://t.co/qPbTFhiM0E,RT @wef Study Most people support sharing vaccines with other countries httpstcoLrZJO0BFVA #covid19 #vaccines httpstcoqPbTFhiM0E,positive,0.1875,0.4375,en,31,16,nitin_na3,57,759,False,#covid19 #vaccines,@wef,Maharashtra India
Fri Jun 18 17:59:42 +0000 2021,Twitter for iPad,"[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",MB WINNIPEG Available mRNA vaccines Scurfield Pharmacy 100 201 Scurfield Blvd 2043064459 httpstcocDMOKVMUTW Call to confirm availabilitybook appointment #protectmb httpstco7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB,positive,0.625,0.4,en,6,3,knitntherapist,984,1382,False,#protectmb #vhcdose2 #covid19mb #vhcmb, ,PrinceDuckie by vanillacherie
Fri Jun 18 18:00:00 +0000 2021,Twitter Web App,"🇨🇦🛂💉🇺🇸

Concerns over whether AstraZeneca recipients will be limited in travel to the U.S. https://t.co/5SQ5w5b6Eh… https://t.co/sdZh1zhstl", Concerns over whether AstraZeneca recipients will be limited in travel to the US httpstco5SQ5w5b6Eh httpstcosdZh1zhstl,negative,-0.07142857142857142,0.14285714285714285,en,0,0,vubblePOP,3165,2112,unknown, , ,Everywhere
Fri Jun 18 18:00:02 +0000 2021,Twitter Web App,"PHAC Webinar for Health Care Providers: COVID-19 Variants and Vaccines  
June 23, 2021 @ 12:00pm-1:00 pm EDT
Regist… https://t.co/ubZb1LcjMo","PHAC Webinar for Health Care Providers COVID19 Variants and Vaccines June 23, 2021 @ 1200pm100 pm EDT Regist httpstcoubZb1LcjMo",neutral,0.0,0.0,en,0,0,CACCN1,759,259,unknown, , ,London ON Canada
Fri Jun 18 18:00:02 +0000 2021,Twitter Web App,"Karur District - Tomorrow's (19.06.2021) Vaccination Camps

#Karur #COVID19 #TamilNadu #KarurDistrict #KarurCovid #VaccinationDrive #CovishieldVaccine #Covaxin #TNVaccineDrive #EmpoweringErode #Vaccines https://t.co/r3DM1GV9jI",Karur District Tomorrows 19062021 Vaccination Camps #Karur #COVID19 #TamilNadu #KarurDistrict #KarurCovid #VaccinationDrive #CovishieldVaccine #Covaxin #TNVaccineDrive #EmpoweringErode #Vaccines httpstcor3DM1GV9jI,neutral,0.0,0.0,en,2,2,saravanan_erode,32,476,False,#karur #covid19 #tamilnadu #karurdistrict #karurcovid #vaccinationdrive #covishieldvaccine #covaxin #tnvaccinedrive #empoweringerode #vaccines, ,Not provided
Fri Jun 18 18:00:02 +0000 2021,Twitter Web App,"Vaccines Bring Us Together!

Keep your friends/family safe from #COVID19 @SeattleFire &amp; @SeaPubSchools are hosting… https://t.co/MUoBXmQQwW",Vaccines Bring Us Together Keep your friendsfamily safe from #COVID19 @SeattleFire amp @SeaPubSchools are hosting httpstcoMUoBXmQQwW,positive,0.5,0.5,en,0,0,SeattleMedium,880,211,unknown,#covid19,@seattlefire @seapubschools,Seattle Wa
Fri Jun 18 18:00:02 +0000 2021,Falcon Social Media Management,Patients with immune-mediated inflammatory diseases receiving background methotrexate have worse humoral and cellul… https://t.co/oBQgxkUq3I,Patients with immunemediated inflammatory diseases receiving background methotrexate have worse humoral and cellul httpstcooBQgxkUq3I,negative,-0.4,0.6,en,0,0,ophth_advisor,505,161,unknown, , ,Not provided
Fri Jun 18 18:00:02 +0000 2021,Twitter Web App,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl","As of June 17th, TampT has administered 201,313 doses of a WHOapproved #COVID19 vaccine The country has approximately 56 of available stock remaining In Tobago, that number is lower at 15 June 17th with 3,000 Sinopharm doses arriving on Monday httpstco9NsIhQXxpU httpstcocVGwSlnmxl",neutral,0.0,0.5,en,48,17,iamtrinidaddy,1318,626,False,#covid19, , x 
Fri Jun 18 18:00:09 +0000 2021,Twitter for Android,"Join us in Al Balagh 2nd International Conference on Fiqh of Medicine &amp; learn about the Islamic Approach to COVID19 Vaccines &amp; Pharmaceutical Industry with leading subject experts.

🗓️ 19th &amp; 20th June 2021
⏳Register now https://t.co/T7bL2El0NP 

 @DrRafaqatRashid @Maraviaus https://t.co/0MMkDVuFev",Join us in Al Balagh 2nd International Conference on Fiqh of Medicine amp learn about the Islamic Approach to COVID19 Vaccines amp Pharmaceutical Industry with leading subject experts 19th amp 20th June 2021 Register now httpstcoT7bL2El0NP @DrRafaqatRashid @Maraviaus httpstco0MMkDVuFev,negative,-0.041666666666666664,0.08333333333333333,en,3,3,ambuhari,7179,5244,False, ,@drrafaqatrashid @maraviaus,Kaduna Nigeria
Fri Jun 18 18:00:18 +0000 2021,Hootsuite Inc.,"Follow @aarc_tweets, @hcollaborative &amp; @looms4lupus to keep up with the work these partners are doing to help the… https://t.co/racHhefa7o","Follow @aarc_tweets, @hcollaborative amp @looms4lupus to keep up with the work these partners are doing to help the httpstcoracHhefa7o",neutral,0.0,0.0,en,0,0,COVIDVxProject,312,401,unknown, ,@aarc_tweets @hcollaborative @looms4lupus,Washington DC
Fri Jun 18 18:00:31 +0000 2021,Twitter Web App,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing httpstco7M3lWWr1J9",positive,0.5,0.5,en,404,168,StarColombo,2675,4924,False,#covid19, ,Not provided
Fri Jun 18 18:00:37 +0000 2021,Twitter for Android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,210,97,tonyforde007,39,187,unknown, , ,Not provided
Fri Jun 18 18:00:41 +0000 2021,Hootsuite Inc.,"#COVID19 may be new, but the COVID-19 vaccines are built on trusted work that goes back decades.  

COVID-19 vaccin… https://t.co/oesbrcsOvx","#COVID19 may be new, but the COVID19 vaccines are built on trusted work that goes back decades COVID19 vaccin httpstcooesbrcsOvx",positive,0.06818181818181818,0.22727272727272727,en,0,0,HamCoHealth,7520,838,unknown,#covid19, ,Cincinnati Ohio
Fri Jun 18 18:00:41 +0000 2021,Hootsuite Inc.,I'm officially #FullyVaccinated! Vaccines are key to ending the pandemic &amp; getting back to all of our favourite peo… https://t.co/sSviVqFJlJ,Im officially #FullyVaccinated Vaccines are key to ending the pandemic amp getting back to all of our favourite peo httpstcosSviVqFJlJ,neutral,0.0,0.5,en,0,0,CTA_gc,5106,282,unknown,#fullyvaccinated, ,Canada
Fri Jun 18 18:00:49 +0000 2021,Twitter Web App,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",Thats great But there are now zero appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2 Save Pfizer for our kids They dont have a choice between vaccines @KindrachukJason @SouradetS #mbpoli httpstcoeqDGa4u1Gh,positive,0.4000000000000001,0.7166666666666667,en,32,6,LauraMc61832350,20,37,False,#mbpoli,@kindrachukjason @souradets,Not provided
Fri Jun 18 18:01:00 +0000 2021,Twitter Web App,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit You no longer need to wait 14 days between vaccines Side effects are the same if vaccines are given alone or together More about vaccine timing httpstcoBV3mN5XdLe httpstcoRWrRzhKdEg",positive,0.09375,0.28125,en,108,64,enterpenuerlist,64,230,False,#covid19, ,Not provided
Fri Jun 18 18:01:06 +0000 2021,Twitter for iPhone,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl","As of June 17th, TampT has administered 201,313 doses of a WHOapproved #COVID19 vaccine The country has approximately 56 of available stock remaining In Tobago, that number is lower at 15 June 17th with 3,000 Sinopharm doses arriving on Monday httpstco9NsIhQXxpU httpstcocVGwSlnmxl",neutral,0.0,0.5,en,48,18,trinimini05,640,198,False,#covid19, ,TrinidadTobago
Fri Jun 18 18:01:08 +0000 2021,Twitter Web App,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",Thats great But there are now zero appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2 Save Pfizer for our kids They dont have a choice between vaccines @KindrachukJason @SouradetS #mbpoli httpstcoeqDGa4u1Gh,positive,0.4000000000000001,0.7166666666666667,en,33,7,BilasHeidi,165,302,False,#mbpoli,@kindrachukjason @souradets,Toronto ON
Fri Jun 18 18:01:09 +0000 2021,Twitter Web App,"Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very… https://t.co/KDl4k2tZVR","Covid live Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory very, very httpstcoKDl4k2tZVR",positive,0.1965909090909091,0.41250000000000003,en,0,0,1_Henriques,93,626,unknown, , ,Not provided
Fri Jun 18 18:01:20 +0000 2021,Twitter for iPhone,"Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual Spreading disinfo means people won’t get vaccinated out of fear That will lead to more deaths America’s Frontline Doctors not to be trusted httpstcoJy0KGpRqrs httpstco1yq1ER5FcQ,positive,0.31666666666666665,0.611111111111111,en,12,7,iche_me,13303,12983,False,#covid19, ,North Carolina USA
Fri Jun 18 18:01:26 +0000 2021,Twitter for Android,13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,13 Similar #DeltaVariant worries from a hospital Outbreak even w 2 dose of mRNA vaccines16 patients amp 6 HCWS #DeltaVariant positive 616 patients amp 56 HCWs had received 2 doses of #COVID19 vaccine A 2x vaccinated 80year old also died httpstcoY4GubHLMYF,positive,0.10909090909090909,0.38181818181818183,en,167,68,ONESUKIJ,84,88,False,#deltavariant #deltavariant #covid19, ,Zermatt Switzerland
Fri Jun 18 18:01:34 +0000 2021,Twitter Web App,"AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/NIVR6FiCva
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19","AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies The EU has lost its case against the FTSElisted pharma over the supply of Covid19 vaccines gt httpstcoNIVR6FiCva #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19",negative,-0.3,0.6,en,5,5,Alleninvest,2242,4999,False,#astrazeneca #covidvaccine #astrazenecavaccine #covid19, ,London
Fri Jun 18 18:01:35 +0000 2021,Twitter for iPhone,"RT @DailySabah: Israel to lend Palestine 1 million doses of soon-to-expire #COVID19 vaccines
https://t.co/Q11BdYZ7uu",RT @DailySabah Israel to lend Palestine 1 million doses of soontoexpire #COVID19 vaccines httpstcoQ11BdYZ7uu,neutral,0.0,0.0,en,5,6,Wendyisenhart,367,2518,False,#covid19,@dailysabah,Bellingham
